Provincias;Naturaleza de la finca;Número e importe;Periodo;Total
01 Araba/Álava;Viviendas;Número de hipotecas;2003M10;316
01 Araba/Álava;Viviendas;Número de hipotecas;2003M09;294
01 Araba/Álava;Viviendas;Número de hipotecas;2003M08;227
01 Araba/Álava;Viviendas;Número de hipotecas;2003M07;477
01 Araba/Álava;Viviendas;Número de hipotecas;2003M06;474
01 Araba/Álava;Viviendas;Número de hipotecas;2003M05;469
01 Araba/Álava;Viviendas;Número de hipotecas;2003M04;393
01 Araba/Álava;Viviendas;Número de hipotecas;2003M03;353
01 Araba/Álava;Viviendas;Número de hipotecas;2003M02;386
01 Araba/Álava;Viviendas;Número de hipotecas;2003M01;397
01 Araba/Álava;Viviendas;Importe de hipotecas;2026M02;61.520
01 Araba/Álava;Viviendas;Importe de hipotecas;2026M01;50.177
01 Araba/Álava;Viviendas;Importe de hipotecas;2025M12;35.467
01 Araba/Álava;Viviendas;Importe de hipotecas;2025M11;69.631
01 Araba/Álava;Viviendas;Importe de hipotecas;2025M10;68.856
01 Araba/Álava;Viviendas;Importe de hipotecas;2025M09;75.186
01 Araba/Álava;Viviendas;Importe de hipotecas;2025M08;29.791
01 Araba/Álava;Viviendas;Importe de hipotecas;2025M07;57.178
01 Araba/Álava;Viviendas;Importe de hipotecas;2025M06;55.951
01 Araba/Álava;Viviendas;Importe de hipotecas;2025M05;46.361
01 Araba/Álava;Viviendas;Importe de hipotecas;2025M04;37.003
01 Araba/Álava;Viviendas;Importe de hipotecas;2025M03;42.614
01 Araba/Álava;Viviendas;Importe de hipotecas;2025M02;66.396
01 Araba/Álava;Viviendas;Importe de hipotecas;2025M01;50.145
01 Araba/Álava;Viviendas;Importe de hipotecas;2024M12;35.050
01 Araba/Álava;Viviendas;Importe de hipotecas;2024M11;34.664
01 Araba/Álava;Viviendas;Importe de hipotecas;2024M10;58.976
01 Araba/Álava;Viviendas;Importe de hipotecas;2024M09;60.208
01 Araba/Álava;Viviendas;Importe de hipotecas;2024M08;22.947
01 Araba/Álava;Viviendas;Importe de hipotecas;2024M07;28.357
01 Araba/Álava;Viviendas;Importe de hipotecas;2024M06;38.973
01 Araba/Álava;Viviendas;Importe de hipotecas;2024M05;58.985
01 Araba/Álava;Viviendas;Importe de hipotecas;2024M04;29.555
01 Araba/Álava;Viviendas;Importe de hipotecas;2024M03;29.391
01 Araba/Álava;Viviendas;Importe de hipotecas;2024M02;31.280
01 Araba/Álava;Viviendas;Importe de hipotecas;2024M01;36.737
01 Araba/Álava;Viviendas;Importe de hipotecas;2023M12;17.578
01 Araba/Álava;Viviendas;Importe de hipotecas;2023M11;36.731
01 Araba/Álava;Viviendas;Importe de hipotecas;2023M10;24.695
01 Araba/Álava;Viviendas;Importe de hipotecas;2023M09;38.559
01 Araba/Álava;Viviendas;Importe de hipotecas;2023M08;35.142
01 Araba/Álava;Viviendas;Importe de hipotecas;2023M07;26.805
01 Araba/Álava;Viviendas;Importe de hipotecas;2023M06;40.349
01 Araba/Álava;Viviendas;Importe de hipotecas;2023M05;37.596
01 Araba/Álava;Viviendas;Importe de hipotecas;2023M04;19.921
01 Araba/Álava;Viviendas;Importe de hipotecas;2023M03;52.502
01 Araba/Álava;Viviendas;Importe de hipotecas;2023M02;32.104
01 Araba/Álava;Viviendas;Importe de hipotecas;2023M01;41.170
01 Araba/Álava;Viviendas;Importe de hipotecas;2022M12;21.801
01 Araba/Álava;Viviendas;Importe de hipotecas;2022M11;37.558
01 Araba/Álava;Viviendas;Importe de hipotecas;2022M10;61.041
01 Araba/Álava;Viviendas;Importe de hipotecas;2022M09;44.532
01 Araba/Álava;Viviendas;Importe de hipotecas;2022M08;33.018
01 Araba/Álava;Viviendas;Importe de hipotecas;2022M07;56.962
01 Araba/Álava;Viviendas;Importe de hipotecas;2022M06;69.251
01 Araba/Álava;Viviendas;Importe de hipotecas;2022M05;47.504
01 Araba/Álava;Viviendas;Importe de hipotecas;2022M04;33.156
01 Araba/Álava;Viviendas;Importe de hipotecas;2022M03;59.920
01 Araba/Álava;Viviendas;Importe de hipotecas;2022M02;37.389
01 Araba/Álava;Viviendas;Importe de hipotecas;2022M01;36.571
